Kode Item	Nama Item	Jenis	Konversi	Satuan	Harga Pokok	Harga Retail	Harga Grosir
8998866200929	SEDAP BASO SPSL(1X40)	MIE INSTANT	1.00	PCS	2,625	3,000	2,750
8998866200929	SEDAP BASO SPSL(1X40)	MIE INSTANT	40.00	DUS	105,000	107,000	0
8998866200813	SEDAP CUP MIE GORENG 81G(1X12)	MIE CUP	1.00	PCS	3,767	4,500	4,250
8998866200813	SEDAP CUP MIE GORENG 81G(1X12)	MIE CUP	12.00	DUS	45,200	48,000	0
8998866200837	SEDAP CUP SOTO 81G(1X12)	MIE CUP	1.00	PCS	3,542	4,500	4,000
8998866200837	SEDAP CUP SOTO 81G(1X12)	MIE CUP	12.00	DUS	42,500	44,000	0
8998866200301	SEDAP GORENG(1X40)	MIE INSTANT	1.00	PCS	2,775	3,500	2,900
8998866200301	SEDAP GORENG(1X40)	MIE INSTANT	40.00	DUS	111,000	112,000	0
8998866200332	SEDAP KARI AYAM(1X40)	MIE INSTANT	1.00	PCS	2,625	3,500	3,000
8998866200332	SEDAP KARI AYAM(1X40)	MIE INSTANT	40.00	DUS	105,000	107,000	0
8998866200578	SEDAP KARI SPESIAL(1X40)	MIE INSTANT	1.00	PCS	2,625	3,000	2,800
8998866200578	SEDAP KARI SPESIAL(1X40)	MIE INSTANT	40.00	DUS	105,000	107,000	0
8998866202343	SEDAP KOREAN SPICY CHIKEN87G(1X40)	MIE INSTANT	1.00	PCS	2,800	3,500	2,900
8998866202343	SEDAP KOREAN SPICY CHIKEN87G(1X40)	MIE INSTANT	40.00	DUS	112,000	113,000	0
8998866200325	SEDAP SOTO(1X40)	MIE INSTANT	1.00	PCS	2,625	3,000	2,750
8998866200325	SEDAP SOTO(1X40)	MIE INSTANT	40.00	DUS	105,000	106,500	0
8992839913861	SEEHONGPUFF 245g(1X6X6)	MKAN	1.00	PCS	5,700	6,500	0
8992839913861	SEEHONGPUFF 245g(1X6X6)	MKAN	6.00	PAK	34,200	36,000	35,000
8992839913861	SEEHONGPUFF 245g(1X6X6)	MKAN	36.00	DUS	205,199	210,000	0
8997238350026	SELERAMIE 160g(1X20)	MIE OLAH	1.00	PCS	2,871	4,000	3,250
8997238350026	SELERAMIE 160g(1X20)	MIE OLAH	20.00	DUS	57,420	60,000	0
8993172960512	SEREAL SIMBA 2IN N1 CKLT 22G(1X60)	MKAN	1.00	PCS	2,229	3,000	2,500
8993172960512	SEREAL SIMBA 2IN N1 CKLT 22G(1X60)	MKAN	60.00	DUS	133,716	138,000	0
8991911101042	SERGIO 20 FILTR(1x10)	ROKOK	1.00	PCS	27,050	28,000	27,500
8991911101042	SERGIO 20 FILTR(1x10)	ROKOK	10.00	SLOF	270,500	0	0
SRN5KG	SERUNI 5KG	BERAS	1.00	PCS	66,500	68,500	67,500
8992745320050	SETELLA 42+13 JEJU ORANGE(1X12)	PEWANGI RUANGAN	1.00	PCS	9,224	11,000	10,000
8992745320050	SETELLA 42+13 JEJU ORANGE(1X12)	PEWANGI RUANGAN	12.00	LSN	110,688	114,500	0
8999099920707	SGM 1+  VN 400g  (1X12)	SUSU FORMULA	1.00	PCS	37,700	41,000	39,250
8999099920707	SGM 1+  VN 400g  (1X12)	SUSU FORMULA	12.00	DUS	452,400	461,500	0
8999099920684	SGM 1+ MADU 400g (1X12)	SUSU FORMULA	1.00	PCS	37,700	41,000	39,250
8999099920684	SGM 1+ MADU 400g (1X12)	SUSU FORMULA	12.00	DUS	452,400	461,500	0
8999099920981	SGM 1+ MD 150g (1X12)	SUSU FORMULA	1.00	PCS	16,100	18,000	16,600
8999099920981	SGM 1+ MD 150g (1X12)	SUSU FORMULA	12.00	DUS	193,200	197,500	0
8999099928611	SGM 1+ MD 600g(1X12)	SUSU FORMULA	1.00	PCS	56,900	61,500	59,250
8999099928611	SGM 1+ MD 600g(1X12)	SUSU FORMULA	12.00	DUS	682,800	726,000	0
8999099920691	SGM 1+ MD 900g(1X10)	SUSU FORMULA	1.00	PCS	80,900	87,000	84,000
8999099920691	SGM 1+ MD 900g(1X10)	SUSU FORMULA	10.00	DUS	809,000	819,000	0
8999099920998	SGM 1+ VN 150g (1X12)	SUSU FORMULA	1.00	PCS	16,100	17,500	16,600
8999099920998	SGM 1+ VN 150g (1X12)	SUSU FORMULA	12.00	DUS	193,200	195,000	0
8999099920714	SGM 1+ VN 900g (1X10)	SUSU FORMULA	1.00	PCS	79,900	86,500	83,100
8999099920714	SGM 1+ VN 900g (1X10)	SUSU FORMULA	10.00	DUS	799,000	815,000	0
8999099928666	SGM 1+VN 600g  (1X12)	SUSU FORMULA	1.00	PCS	57,000	62,000	59,300
8999099928666	SGM 1+VN 600g  (1X12)	SUSU FORMULA	12.00	DUS	684,000	696,500	0
8999099920776	SGM 3+  CKLT 900G (1X10)	SUSU FORMULA	1.00	PCS	75,500	82,000	78,600
8999099920776	SGM 3+  CKLT 900G (1X10)	SUSU FORMULA	10.00	DUS	755,000	770,500	0
8999099920738	SGM 3+  MD 900g(1X10)	SUSU FORMULA	1.00	PCS	75,500	82,000	78,600
8999099920738	SGM 3+  MD 900g(1X10)	SUSU FORMULA	10.00	DUS	755,000	770,500	0
8999099920721	SGM 3+ MD 400g(1X12)	SUSU FORMULA	1.00	PCS	40,100	43,500	41,750
8999099920721	SGM 3+ MD 400g(1X12)	SUSU FORMULA	12.00	DUS	481,200	491,000	0
8999099920745	SGM 3+ VN 400g(1X12)	SUSU FORMULA	1.00	PCS	40,100	43,500	41,750
8999099920745	SGM 3+ VN 400g(1X12)	SUSU FORMULA	12.00	DUS	481,200	491,000	0
8999099920752	SGM 3+ VN 900G (1X10)	SUSU FORMULA	1.00	PCS	76,900	82,000	79,000
8999099920752	SGM 3+ VN 900G (1X10)	SUSU FORMULA	10.00	DUS	769,000	760,000	0
8999099923517	SGM 5+ CKLT 900g (1X10)	SUSU FORMULA	1.00	PCS	70,900	77,000	74,250
8999099923517	SGM 5+ CKLT 900g (1X10)	SUSU FORMULA	10.00	DUS	709,000	727,500	0
8999099932786	SGM 5+ MD 575G	SUSU FORMULA	1.00	PCS	45,167	49,000	47,000
8999099923531	SGM 5+ MD 900g (1X10)	SUSU FORMULA	1.00	PCS	70,900	77,000	74,250
8999099923531	SGM 5+ MD 900g (1X10)	SUSU FORMULA	10.00	DUS	709,000	727,500	0
8999099920585	SGM 6:12 150g(1X12)	SUSU FORMULA	1.00	PCS	15,900	17,000	16,500
8999099920585	SGM 6:12 150g(1X12)	SUSU FORMULA	12.00	DUS	190,800	192,500	0
8999099920547	SGM 6-12 400G	SUSU FORMULA	1.00	PCS	43,400	47,000	45,250
8999099920509	SGM ANANDA 0-6 150G	SUSU FORMULA	1.00	PCS	15,900	17,000	16,250
8999099920509	SGM ANANDA 0-6 150G	SUSU FORMULA	12.00	DUS	190,800	190,000	0
8992946519338	SHINZUI B.SCRUB MATSU(1X48)	COSMETIC	1.00	PCS	12,982	16,000	13,800
8992946519338	SHINZUI B.SCRUB MATSU(1X48)	COSMETIC	48.00	DUS	623,136	642,000	0
8992946521829	SHINZUI B.SCRUB SAKURA 200G	COSMETIC	1.00	PCS	13,300	16,000	14,250
8992946521812	SHINZUI BODY SCRUB MYORI 200G(1X48)	COSMETIC	1.00	PCS	13,300	16,000	14,250
8992946521812	SHINZUI BODY SCRUB MYORI 200G(1X48)	COSMETIC	48.00	DUS	638,400	642,000	0
8992946521836	SHINZUI BTG KENSHO 80g(1X72)	SBN MANDI BTG	1.00	PCS	4,299	5,500	4,750
8992946521836	SHINZUI BTG KENSHO 80g(1X72)	SBN MANDI BTG	72.00	DUS	309,528	320,000	0
8992946512285	SHINZUI BTG KIREI 80g(1X72)	SBN MANDI BTG	1.00	PCS	4,299	5,500	4,750
8992946512285	SHINZUI BTG KIREI 80g(1X72)	SBN MANDI BTG	72.00	DUS	309,528	320,000	0
8992946511790	SHINZUI BTG MATSU 80g(1X72)	SBN MANDI BTG	1.00	PCS	4,780	6,000	5,000
8992946511790	SHINZUI BTG MATSU 80g(1X72)	SBN MANDI BTG	72.00	DUS	344,160	355,000	0
8992946521416	SHINZUI BTG MYORI 80g(1X72)	SBN MANDI BTG	1.00	PCS	4,780	6,000	5,250
8992946521416	SHINZUI BTG MYORI 80g(1X72)	SBN MANDI BTG	72.00	DUS	344,160	355,000	0
8992946521409	SHINZUI BTG SAKURA 80g(1X72)	SBN MANDI BTG	1.00	PCS	4,780	6,000	5,250
8992946521409	SHINZUI BTG SAKURA 80g(1X72)	SBN MANDI BTG	72.00	DUS	344,160	355,000	0
8992946535055	SHINZUI FC+SUNSCREN 30ml(1X12)	COSMETIC	1.00	PCS	29,249	35,000	30,250
8992946535055	SHINZUI FC+SUNSCREN 30ml(1X12)	COSMETIC	12.00	LSN	350,988	361,000	0
8992946534775	SHINZUI FCW WHITES 20ML[1X12X10]	COSMETIC	1.00	PCS	5,000	7,000	5,500
8992946534775	SHINZUI FCW WHITES 20ML[1X12X10]	COSMETIC	10.00	PAK	50,000	51,500	0
8992946519383	SHINZUI RFL HANA  180ML(1X48)	REFIL/SBN MNDI	1.00	PCS	13,099	16,000	14,000
8992946519383	SHINZUI RFL HANA  180ML(1X48)	REFIL/SBN MNDI	48.00	DUS	628,757	648,000	0
8992946522277	SHINZUI RFL KENSHO  180ML(1X48)	REFIL/SBN MNDI	1.00	PCS	13,099	16,000	14,000
8992946522277	SHINZUI RFL KENSHO  180ML(1X48)	REFIL/SBN MNDI	48.00	DUS	628,757	650,000	0
8992946519390	SHINZUI RFL KIREI 180ML(1X48)	REFIL/SBN MNDI	1.00	PCS	13,099	16,000	14,000
8992946519390	SHINZUI RFL KIREI 180ML(1X48)	REFIL/SBN MNDI	48.00	DUS	628,757	648,000	0
8992946523533	SHINZUI RFL KIREI 380G	REFIL/SBN MNDI	1.00	PCS	25,999	30,000	27,250
8992946518799	SHINZUI RFL MATSU 180ML(1X48)	REFIL/SBN MNDI	1.00	PCS	13,099	16,000	14,000
8992946518799	SHINZUI RFL MATSU 180ML(1X48)	REFIL/SBN MNDI	48.00	DUS	628,757	648,000	0
8992946522253	SHINZUI RFL MYORI  180ML(1X48)	REFIL/SBN MNDI	1.00	PCS	13,099	16,000	14,000
8992946522253	SHINZUI RFL MYORI  180ML(1X48)	REFIL/SBN MNDI	48.00	DUS	628,757	648,000	0
8992946522260	SHINZUI RFL SAKURA 180ML(48)	REFIL/SBN MNDI	1.00	PCS	13,099	16,000	14,000
8992946522260	SHINZUI RFL SAKURA 180ML(48)	REFIL/SBN MNDI	48.00	DUS	628,757	648,000	0
8991001121400	SILVERQUEEN ALMOND NUTS 55g(1X12)	CKLT BTG	1.00	PCS	13,500	19,000	16,900
8991001121400	SILVERQUEEN ALMOND NUTS 55g(1X12)	CKLT BTG	12.00	BOX	162,000	178,500	0
8991001121615	SILVERQUEEN CASHEWS 55g(1X12)	CKLT BTG	1.00	PCS	12,500	19,000	16,250
8991001121615	SILVERQUEEN CASHEWS 55g(1X12)	CKLT BTG	12.00	BOX	150,000	165,000	0
8993172995477	SIMBA CHOCO CIPS RCG 24G(1X12)	MKAN	1.00	PCS	1,750	2,500	1,960
8993172995477	SIMBA CHOCO CIPS RCG 24G(1X12)	MKAN	10.00	RCG	17,500	18,500	0
8993172000393	SIMBA SEREAL 2IN1 STW 22G(1X60)	MKAN	1.00	PCS	2,250	3,000	2,500
8993172000393	SIMBA SEREAL 2IN1 STW 22G(1X60)	MKAN	60.00	DUS	135,000	139,500	0
8992959117590	SOFTEX DAUN SIRIH 20P (1X12)	PEMBALUT	1.00	PCS	16,900	22,000	19,750
8992959117590	SOFTEX DAUN SIRIH 20P (1X12)	PEMBALUT	12.00	LSN	202,800	209,000	0
8992959974544	SOFTEX DAUN SIRIH 8P(1X60)	PEMBALUT	1.00	PCS	4,333	6,000	5,250
8992959974544	SOFTEX DAUN SIRIH 8P(1X60)	PEMBALUT	60.00	DUS	260,000	268,000	0
8998866608961	SOKLIN FLOWER FRESHL 20ml(10X12)	SOKLIN RCG	1.00	PCS	385	500	0
8998866608961	SOKLIN FLOWER FRESHL 20ml(10X12)	SOKLIN RCG	12.00	RCG	4,625	5,000	4,750
8998866608961	SOKLIN FLOWER FRESHL 20ml(10X12)	SOKLIN RCG	120.00	DUS	46,250	47,500	0
8998866612241	SOKLIN JAPANES SAKRA 20ml(10X12)	SOKLIN RCG	1.00	PCS	383	500	0
8998866612241	SOKLIN JAPANES SAKRA 20ml(10X12)	SOKLIN RCG	12.00	RCG	4,600	5,000	4,875
8998866612241	SOKLIN JAPANES SAKRA 20ml(10X12)	SOKLIN RCG	120.00	DUS	46,000	47,500	0
8998866618625	SOKLIN KOREAN&APEL 20ml(1X10X12)	SOKLIN RCG	1.00	PCS	383	500	0
8998866618625	SOKLIN KOREAN&APEL 20ml(1X10X12)	SOKLIN RCG	12.00	RCG	4,600	5,000	4,875
8998866618625	SOKLIN KOREAN&APEL 20ml(1X10X12)	SOKLIN RCG	120.00	DUS	47,500	49,000	0
8998866679602	SOKLIN LNT 700mL APEL(1X12)	SBN LANTAI	1.00	PCS	8,500	10,500	9,000
8998866679602	SOKLIN LNT 700mL APEL(1X12)	SBN LANTAI	12.00	DUS	102,000	105,000	0
8998866623803	SOKLIN LNT JERUK 700ml(1X12)	SBN LANTAI	1.00	PCS	7,500	10,000	8,000
8998866623803	SOKLIN LNT JERUK 700ml(1X12)	SBN LANTAI	12.00	DUS	102,000	105,500	0
8998866805407	SOKLIN SCRLET BLOSOM 20ml(10X12)	SOKLIN RCG	1.00	PCS	385	500	0
8998866805407	SOKLIN SCRLET BLOSOM 20ml(10X12)	SOKLIN RCG	12.00	RCG	4,625	5,000	4,875
8998866805407	SOKLIN SCRLET BLOSOM 20ml(10X12)	SOKLIN RCG	120.00	DUS	46,250	47,500	0
8998866609159	SOKLIN SOFTGREN 20ml(10X12)	SOKLIN RCG	1.00	PCS	385	500	0
8998866609159	SOKLIN SOFTGREN 20ml(10X12)	SOKLIN RCG	12.00	RCG	4,625	5,000	4,875
8998866609159	SOKLIN SOFTGREN 20ml(10X12)	SOKLIN RCG	120.00	DUS	46,250	47,500	0
8998866803618	SOKLIN VIOLET BLSOM 20ml(10X12)	SOKLIN RCG	1.00	PCS	392	540	0
8998866803618	SOKLIN VIOLET BLSOM 20ml(10X12)	SOKLIN RCG	12.00	RCG	4,700	5,000	4,850
8998866803618	SOKLIN VIOLET BLSOM 20ml(10X12)	SOKLIN RCG	120.00	DUS	47,000	48,000	0
8998866808880	SOKLIN WHITE&BRIG 20ml(10X12)	SOKLIN RCG	1.00	PCS	383	500	0
8998866808880	SOKLIN WHITE&BRIG 20ml(10X12)	SOKLIN RCG	12.00	RCG	4,600	5,000	4,800
8998866808880	SOKLIN WHITE&BRIG 20ml(10X12)	SOKLIN RCG	120.00	DUS	46,000	47,500	0
8993110004223	SONICE AYAM PEDAS(1X6X24)	MKAN	1.00	PCS	770	1,000	0
8993110004223	SONICE AYAM PEDAS(1X6X24)	MKAN	24.00	PAK	18,480	21,000	19,600
8993110004223	SONICE AYAM PEDAS(1X6X24)	MKAN	144.00	DUS	110,880	113,098	0
8993110071119	SONICE AYAM(1X6X24)	MKAN	1.00	PCS	778	1,000	0
8993110071119	SONICE AYAM(1X6X24)	MKAN	24.00	PAK	18,667	21,000	19,800
8993110071119	SONICE AYAM(1X6X24)	MKAN	144.00	DUS	112,000	116,000	0
8993110002175	SONICE OTAK-OTAK(1X6X24)	MKAN	1.00	PCS	770	1,000	0
8993110002175	SONICE OTAK-OTAK(1X6X24)	MKAN	25.00	PAK	19,250	21,500	20,500
8993110002175	SONICE OTAK-OTAK(1X6X24)	MKAN	150.00	DUS	110,880	116,000	0
8993110004230	SONICE SAPI PEDAS(1X6X24)	MKAN	1.00	PCS	770	1,000	0
8993110004230	SONICE SAPI PEDAS(1X6X24)	MKAN	24.00	PAK	18,480	21,000	19,750
8993110004230	SONICE SAPI PEDAS(1X6X24)	MKAN	144.00	DUS	110,880	116,000	0
8993110071126	SONICE SAPI(1X6X24)	MKAN	1.00	PCS	778	1,000	0
8993110071126	SONICE SAPI(1X6X24)	MKAN	24.00	PAK	18,667	21,000	19,800
8993110071126	SONICE SAPI(1X6X24)	MKAN	144.00	DUS	112,000	116,000	0
8993110002489	SONICE SELERAMIE(1X6X17)	MKAN	1.00	PCS	1,500	2,000	0
8993110002489	SONICE SELERAMIE(1X6X17)	MKAN	17.00	PAK	25,500	30,000	26,850
8993110002489	SONICE SELERAMIE(1X6X17)	MKAN	102.00	DUS	153,000	158,000	0
055500130238	SOS LNT 700ml FLR BLSOM(1X12)	SBN LANTAI	1.00	PCS	9,300	11,500	10,000
055500130238	SOS LNT 700ml FLR BLSOM(1X12)	SBN LANTAI	12.00	LSN	111,600	115,000	0
089686161052	SOSIS INDFD AYM GPRK 40g(1x6x17)	MKAN	1.00	PCS	1,647	2,000	1,850
089686161052	SOSIS INDFD AYM GPRK 40g(1x6x17)	MKAN	17.00	BOX	28,000	31,000	0
089686161038	SOSIS INDFD ORIGNL 40g(1X6X17)	MKAN	1.00	PCS	1,647	2,000	0
089686161038	SOSIS INDFD ORIGNL 40g(1X6X17)	MKAN	17.00	BOX	28,000	32,000	28,800
089686161038	SOSIS INDFD ORIGNL 40g(1X6X17)	MKAN	102.00	DUS	168,000	168,000	0
SG	SOUN GITAR (1X20)	BIHUN	1.00	PCS	6,750	7,500	7,000
SG	SOUN GITAR (1X20)	BIHUN	20.00	PAK	135,000	139,500	0
8993496107068	SOVIA 2L(1X6)	MINYAK	1.00	PCS	38,800	41,500	40,500
8993496107068	SOVIA 2L(1X6)	MINYAK	6.00	DUS	232,800	237,500	0
8997004301474	SPONGE MOCCHACINO 100G(1X20)	SNACK	1.00	PCS	8,540	15,000	12,500
8997004301474	SPONGE MOCCHACINO 100G(1X20)	SNACK	20.00	DUS	170,800	222,000	0
8992761136178	SPRITE 1L(1X12)	MNM	1.00	PCS	8,167	10,000	9,000
8992761136178	SPRITE 1L(1X12)	MNM	12.00	KRAT	98,000	101,500	99,500
8992761145026	SPRITE 250ML (1X12)	MNM	1.00	PCS	2,750	3,500	3,000
8992761145026	SPRITE 250ML (1X12)	MNM	12.00	KRAT	33,000	34,000	0
8992761002022	SPRITE BTL 390mL(1X12)	MNM	1.00	PCS	4,000	5,000	4,500
8992761002022	SPRITE BTL 390mL(1X12)	MNM	12.00	KRAT	48,000	50,500	0
8992761111533	SPRITE KLG 250ML(1X12)	MNM	1.00	PCS	5,000	5,000	5,000
8992761111533	SPRITE KLG 250ML(1X12)	MNM	24.00	KRAT	120,000	120,000	0
8996006861924	STEE KTK 200ml(1X24)	MNM	1.00	PCS	2,000	2,500	2,250
8996006861924	STEE KTK 200ml(1X24)	MNM	24.00	DUS	48,000	49,500	0
8992745320135	STELLA 42+13g FLORAL STATION(1X12)	PEWANGI RUANGAN	1.00	PCS	8,397	10,000	9,000
8992745320135	STELLA 42+13g FLORAL STATION(1X12)	PEWANGI RUANGAN	12.00	DUS	100,764	104,000	0
8992745320067	STELLA 42+13g FRUITY APPLE (1X12)	PEWANGI RUANGAN	1.00	PCS	8,397	10,000	9,000
8992745320067	STELLA 42+13g FRUITY APPLE (1X12)	PEWANGI RUANGAN	12.00	DUS	100,764	104,000	0
8992745610892	STELLA 42+13g LAVENDER(1X12)	PEWANGI RUANGAN	1.00	PCS	8,397	10,000	9,000
8992745610892	STELLA 42+13g LAVENDER(1X12)	PEWANGI RUANGAN	12.00	DUS	100,764	104,000	0
8992745320074	STELLA 42+13g SPRING BOUG(1X12)	PEWANGI RUANGAN	1.00	PCS	8,397	10,000	9,000
8992745320074	STELLA 42+13g SPRING BOUG(1X12)	PEWANGI RUANGAN	12.00	DUS	100,762	104,000	0
8992745320784	STELLA AAL IN ONE LEMON 42+3g(1X12)	PEWANGI RUANGAN	1.00	PCS	8,397	10,000	9,000
8992745320784	STELLA AAL IN ONE LEMON 42+3g(1X12)	PEWANGI RUANGAN	12.00	DUS	100,764	104,000	0
8992745940135	STELLA POCKET 10G APPLE GREEN(1X6)	PEWANGI RUANGAN	1.00	PCS	7,270	9,000	7,750
8992745940135	STELLA POCKET 10G APPLE GREEN(1X6)	PEWANGI RUANGAN	6.00	BOX	43,620	45,000	0
8992745940166	STELLA POCKET 10G BLUE FRESIA(1X6)	PEWANGI RUANGAN	1.00	PCS	7,270	9,000	7,750
8992745940166	STELLA POCKET 10G BLUE FRESIA(1X6)	PEWANGI RUANGAN	6.00	BOX	43,620	45,000	0
8992745000341	STELLA POCKET 10G EXO FRUIT(1X6)	PEWANGI RUANGAN	1.00	PCS	7,270	9,000	7,750
8992745000341	STELLA POCKET 10G EXO FRUIT(1X6)	PEWANGI RUANGAN	6.00	BOX	43,620	45,000	0
8992745000358	STELLA POCKET 10G LUX FLOW(1X6)	PEWANGI RUANGAN	1.00	PCS	7,270	9,000	7,750
8992745000358	STELLA POCKET 10G LUX FLOW(1X6)	PEWANGI RUANGAN	6.00	BOX	43,620	45,000	0
8992745940128	STELLA POCKET 10G ORANGE(1X6)	PEWANGI RUANGAN	1.00	PCS	7,270	9,000	7,750
8992745940128	STELLA POCKET 10G ORANGE(1X6)	PEWANGI RUANGAN	6.00	BOX	43,620	45,000	0
8992745940142	STELLA POCKET LAVENDER 10G PRPL LILY(1X6)	PEWANGI RUANGAN	1.00	PCS	7,270	9,000	7,750
8992745940142	STELLA POCKET LAVENDER 10G PRPL LILY(1X6)	PEWANGI RUANGAN	6.00	BOX	43,620	45,000	0
8992745000129	STELLA SPRY JASMINE 175mL(1X12)	PEWANGI RUANGAN	1.00	PCS	16,368	19,000	17,500
8992745000129	STELLA SPRY JASMINE 175mL(1X12)	PEWANGI RUANGAN	12.00	DUS	196,416	202,500	0
8992745320302	STELLA SPRY LEMN 175mL(1X12)	PEWANGI RUANGAN	1.00	PCS	16,650	19,500	17,750
8992745320302	STELLA SPRY LEMN 175mL(1X12)	PEWANGI RUANGAN	12.00	DUS	199,800	206,000	0
8992745320326	STELLA SPRY ORNGE 175mL(1CX12)	PEWANGI RUANGAN	1.00	PCS	16,500	19,500	17,500
8992745320326	STELLA SPRY ORNGE 175mL(1CX12)	PEWANGI RUANGAN	12.00	DUS	198,000	204,000	0
8995077601057	SUKRO OVEN BAWANG 11g(1X6X10)	SNACK	1.00	PCS	805	1,000	0
8995077601057	SUKRO OVEN BAWANG 11g(1X6X10)	SNACK	10.00	RCG	8,050	9,000	8,500
8995077601057	SUKRO OVEN BAWANG 11g(1X6X10)	SNACK	60.00	BAL	48,300	52,000	0
8998866203272	SUKSES ISI 2 AYAM GEPREK  126G91X24)	MIE INSTANT	1.00	PCS	3,625	5,000	3,750
8998866203272	SUKSES ISI 2 AYAM GEPREK  126G91X24)	MIE INSTANT	24.00	DUS	87,000	88,000	0
089686535044	SUN 6+ BERAS MERAH KTK 120G(1X24)	MKN BYI	1.00	PCS	8,501	10,000	9,000
089686535044	SUN 6+ BERAS MERAH KTK 120G(1X24)	MKN BYI	24.00	DUS	204,024	210,000	0
089686536256	SUN AYAM KAMPUNG 6+ 120g(1X24)	MKN BYI	1.00	PCS	10,001	11,500	10,500
089686536256	SUN AYAM KAMPUNG 6+ 120g(1X24)	MKN BYI	24.00	DUS	240,024	248,000	0
089686535006	SUN BERAS MERAH RTG 20G(1X8)	MKN BYI	1.00	PCS	1,438	2,000	1,600
089686535006	SUN BERAS MERAH RTG 20G(1X8)	MKN BYI	8.00	RCG	11,500	12,000	0
089686535143	SUN KACANG HIJAU 6+ KTK 120G(1X24)	MKN BYI	1.00	PCS	8,501	10,000	9,000
089686535143	SUN KACANG HIJAU 6+ KTK 120G(1X24)	MKN BYI	24.00	DUS	204,024	210,500	0
089686646047	SUN MARIE SUSU 80g(1x24)	MKN BYI	1.00	PCS	8,001	9,500	8,500
089686646047	SUN MARIE SUSU 80g(1x24)	MKN BYI	24.00	DUS	192,024	198,000	0
089686535204	SUN PISANG SUSU RTG 20G(1X8)	MKN BYI	1.00	PCS	1,438	2,000	1,500
089686535204	SUN PISANG SUSU RTG 20G(1X8)	MKN BYI	8.00	RCG	11,500	13,500	0
089686546019	SUN SUP AYAM 120g 6+(1X12)	MKN BYI	1.00	PCS	6,800	8,000	7,500
089686546019	SUN SUP AYAM 120g 6+(1X12)	MKN BYI	12.00	LSN	81,600	84,000	0
896865350516	SUN SUP BERAS MRH 120g 6+(1X12)	MKN BYI	1.00	PCS	6,800	8,000	7,500
896865350516	SUN SUP BERAS MRH 120g 6+(1X12)	MKN BYI	12.00	LSN	81,600	84,000	0
896865351506	SUN SUP KCG HIJAU 120g 6+(1X12)	MKN BYI	1.00	PCS	6,800	8,000	7,250
896865351506	SUN SUP KCG HIJAU 120g 6+(1X12)	MKN BYI	12.00	LSN	81,600	84,000	0
089686535068	SUN UBI UNGU 6+  KTK 120G(1X24)	MKN BYI	1.00	PCS	8,501	10,000	9,000
089686535068	SUN UBI UNGU 6+  KTK 120G(1X24)	MKN BYI	24.00	DUS	204,024	210,500	0
8992717781025	SUNKARA 65ML(1X36)	BAHAN DAPUR	1.00	PCS	4,754	6,500	5,750
8992717781025	SUNKARA 65ML(1X36)	BAHAN DAPUR	36.00	DUS	171,150	176,500	0
8999999614638	SUNLIGHT 370ML BUY 1GET 1 (1X12)	SBN ALT MKN	1.00	PAK	11,062	12,500	11,350
8999999614638	SUNLIGHT 370ML BUY 1GET 1 (1X12)	SBN ALT MKN	12.00	DUS	132,747	135,000	0
8999999585297	SUNLIGHT 375G(1X24)	SBN ALT MKN	1.00	PCS	5,990	8,000	7,250
8999999585297	SUNLIGHT 375G(1X24)	SBN ALT MKN	24.00	DUS	143,770	165,000	0
8999999617615	SUNLIGHT 610G(1X12)	SBN ALT MKN	1.00	PCS	8,280	10,000	9,000
8999999617615	SUNLIGHT 610G(1X12)	SBN ALT MKN	12.00	DUS	99,365	102,500	0
8999999604264	SUNLIGHT 640g(1X12)	SBN ALT MKN	1.00	PCS	8,957	11,500	10,000
8999999604264	SUNLIGHT 640g(1X12)	SBN ALT MKN	12.00	DUS	107,487	111,000	0
8999999607159	SUNLIGHT COLEK 175g(1X30)	SBN ALT MKN	1.00	PCS	1,667	2,000	1,750
8999999607159	SUNLIGHT COLEK 175g(1X30)	SBN ALT MKN	30.00	DUS	50,000	51,500	0
8999999586980	SUNLIGHT ISI 3 STRBRY 80ml	SBN ALT MKN	1.00	PCS	1,570	2,000	1,632
8999999586980	SUNLIGHT ISI 3 STRBRY 80ml	SBN ALT MKN	72.00	DUS	113,006	116,500	0
8999999050009	SUNLIGHT JERUK NPS 90g(1X72)	SBN ALT MKN	1.00	PCS	1,562	2,000	1,650
8999999050009	SUNLIGHT JERUK NPS 90g(1X72)	SBN ALT MKN	72.00	DUS	112,440	116,500	0
8999999059781	SUNLIGHT NPS 230g(1X24)	SBN ALT MKN	1.00	PCS	3,762	5,000	4,250
8999999059781	SUNLIGHT NPS 230g(1X24)	SBN ALT MKN	24.00	DUS	90,276	99,000	0
8999999612269	SUNSILK ANT DDF&SL BIRU(1X42X12)	SHAMPO	1.00	PAK	757	1,000	0
8999999612269	SUNSILK ANT DDF&SL BIRU(1X42X12)	SHAMPO	12.00	RCG	9,082	10,500	9,750
8999999612269	SUNSILK ANT DDF&SL BIRU(1X42X12)	SHAMPO	504.00	DUS	381,453	393,000	0
8999999048181	SUNSILK BLACK SHINE 160ML(1X12)	SHAMPO	1.00	PCS	19,371	23,500	20,750
8999999048181	SUNSILK BLACK SHINE 160ML(1X12)	SHAMPO	12.00	LSN	232,454	239,500	0
8999999612924	SUNSILK CONDITONER GLOSY BLCK 9ml(1X20X12)	SHAMPO	1.00	PCS	796	1,000	0
