Kode Item	Nama Item	Jenis	Konversi	Satuan	Harga Pokok	Harga Retail	Harga Grosir
8992775000793	GARUDA ROSTA PEDAS RCNG 11G(1X12X10)	SNACK	1.00	PCS	793	1,000	0
8992775000793	GARUDA ROSTA PEDAS RCNG 11G(1X12X10)	SNACK	10.00	RCG	7,933	9,500	9,000
8992775000793	GARUDA ROSTA PEDAS RCNG 11G(1X12X10)	SNACK	120.00	DUS	95,200	104,500	0
8992775203453	GARUDA ROSTA PEDES 90G(1X5X10)	SNACK	1.00	PCS	7,532	9,000	8,100
8992775203453	GARUDA ROSTA PEDES 90G(1X5X10)	SNACK	10.00	PAK	75,319	78,500	0
8992775203453	GARUDA ROSTA PEDES 90G(1X5X10)	SNACK	50.00	DUS	376,596	388,000	0
8992775001691	GARUDA ROSTA WAGYU BEFF 95G(1X3X10)	SNACK	1.00	PCS	7,613	9,000	8,500
8992775001691	GARUDA ROSTA WAGYU BEFF 95G(1X3X10)	SNACK	10.00	PAK	76,133	81,000	0
8992775001691	GARUDA ROSTA WAGYU BEFF 95G(1X3X10)	SNACK	30.00	DUS	228,399	235,500	0
8992745600350	GAS WONDER FULE 220g(12)	GAS	1.00	PCS	22,755	28,000	26,000
8992745600350	GAS WONDER FULE 220g(12)	GAS	12.00	DUS	273,060	280,000	0
GAYO ACEH 50G	GAYO ACEH  50G	BHN ROKOK	1.00	PCS	8,000	12,000	9,600
8996001401255	GENTEL GEN ANTI BAU K 700ML(1X6)	DETERJEN	1.00	PCS	13,000	14,000	13,500
8996001401255	GENTEL GEN ANTI BAU K 700ML(1X6)	DETERJEN	6.00	DUS	78,000	80,000	0
8996001401187	GENTEL GEN MORNING 700ML(1X6)	DETERJEN	1.00	PCS	13,000	16,000	14,000
8996001401187	GENTEL GEN MORNING 700ML(1X6)	DETERJEN	6.00	DUS	78,000	80,500	0
8996001401200	GENTEL GEN PG 700ML(1X6)	DETERJEN	1.00	PCS	13,000	16,000	14,000
8996001401200	GENTEL GEN PG 700ML(1X6)	DETERJEN	6.00	DUS	78,000	80,500	0
8996001401194	GENTLE GEN 700ML SILK ROSE(1X6)	DETERJEN	1.00	PCS	13,000	14,000	13,500
8996001401194	GENTLE GEN 700ML SILK ROSE(1X6)	DETERJEN	6.00	DUS	78,000	80,000	0
8992775319048	GERRY EGG ROL TOPLES 210G(1X6)	MKAN	1.00	PCS	21,300	25,500	22,750
8992775319048	GERRY EGG ROL TOPLES 210G(1X6)	MKAN	6.00	DUS	127,800	130,500	0
8992775002933	GERY DOUBLE ABON 90g(1X5X6)	MKAN	1.00	PCS	5,813	7,000	6,500
8992775002933	GERY DOUBLE ABON 90g(1X5X6)	MKAN	6.00	PAK	34,880	37,000	0
8992775002933	GERY DOUBLE ABON 90g(1X5X6)	MKAN	30.00	DUS	174,400	180,000	0
8992775315057	GERY MALKIS CKLT 100G(1X5X6)	MKAN	1.00	PCS	5,854	7,000	6,500
8992775315057	GERY MALKIS CKLT 100G(1X5X6)	MKAN	6.00	PAK	35,125	37,500	0
8992775315057	GERY MALKIS CKLT 100G(1X5X6)	MKAN	30.00	DUS	175,626	181,000	0
8992775305102	GERY MALKIS KELAPA 105G(1X5X6)	MKAN	1.00	PCS	5,913	7,000	6,500
8992775305102	GERY MALKIS KELAPA 105G(1X5X6)	MKAN	6.00	PAK	35,480	39,000	37,250
8992775305102	GERY MALKIS KELAPA 105G(1X5X6)	MKAN	30.00	DUS	177,400	181,000	0
8992775305164	GERY MALKIST MATCHA LATTE 100G(1X5X6)	MKAN	1.00	PCS	5,913	7,500	6,500
8992775305164	GERY MALKIST MATCHA LATTE 100G(1X5X6)	MKAN	6.00	PAK	35,480	38,000	0
8992775305164	GERY MALKIST MATCHA LATTE 100G(1X5X6)	MKAN	30.00	DUS	177,400	183,000	0
GRYMSS	GERY MESES 11G(1X2X6X10)	MKAN	1.00	PCS	853	1,000	0
GRYMSS	GERY MESES 11G(1X2X6X10)	MKAN	10.00	RCG	8,533	9,000	0
GRYMSS	GERY MESES 11G(1X2X6X10)	MKAN	60.00	PAK	51,200	53,500	0
GRYMSS	GERY MESES 11G(1X2X6X10)	MKAN	120.00	DUS	102,400	105,500	0
8992775111291	GERY POTATO CRACKER 17G(1X12X10)	MKAN	1.00	PCS	845	1,000	0
8992775111291	GERY POTATO CRACKER 17G(1X12X10)	MKAN	10.00	PAK	8,448	9,500	9,250
8992775111291	GERY POTATO CRACKER 17G(1X12X10)	MKAN	120.00	DUS	101,375	105,500	0
8992775001653	GERY SALUT CKLT TABUR KLPA 20G(12X6)	SNACK	1.00	PCS	1,800	2,500	0
8992775001653	GERY SALUT CKLT TABUR KLPA 20G(12X6)	SNACK	12.00	BOX	21,600	25,000	23,000
8992775001653	GERY SALUT CKLT TABUR KLPA 20G(12X6)	SNACK	72.00	DUS	129,600	133,500	0
8992775001011	GERY SALUT TABUR KELAPA 20G(12X6)	SNACK	1.00	PCS	1,667	2,000	0
8992775001011	GERY SALUT TABUR KELAPA 20G(12X6)	SNACK	12.00	BOX	20,000	23,500	21,500
8992775001011	GERY SALUT TABUR KELAPA 20G(12X6)	SNACK	72.00	DUS	120,000	124,000	0
8992775318201	GERY SNACK BANTAL 22G(1X12X5)	MKAN	1.00	PCS	1,690	2,500	0
8992775318201	GERY SNACK BANTAL 22G(1X12X5)	MKAN	5.00	PAK	8,448	9,000	0
8992775318201	GERY SNACK BANTAL 22G(1X12X5)	MKAN	60.00	DUS	101,375	104,500	0
8992775311509	GERY SNACK SEREAL 11G(1X6X20)	MKAN	1.00	PCS	853	1,000	0
8992775311509	GERY SNACK SEREAL 11G(1X6X20)	MKAN	20.00	PAK	17,067	19,000	18,250
8992775311509	GERY SNACK SEREAL 11G(1X6X20)	MKAN	120.00	DUS	102,402	105,500	0
8992775100622	GERY WAFER STICK CHO 12G(1X8X20)	MKAN	1.00	PCS	768	1,000	0
8992775100622	GERY WAFER STICK CHO 12G(1X8X20)	MKAN	20.00	BOX	15,350	19,500	17,750
8992775100622	GERY WAFER STICK CHO 12G(1X8X20)	MKAN	160.00	DUS	122,800	137,500	0
8992775311684	GERY WAFER STICK KELAPA 6G(1X12X24)	MKAN	1.00	PCS	426	500	0
8992775311684	GERY WAFER STICK KELAPA 6G(1X12X24)	MKAN	24.00	BOX	10,233	11,500	10,850
8992775311684	GERY WAFER STICK KELAPA 6G(1X12X24)	MKAN	288.00	DUS	122,800	125,500	0
8998989100120	GG 12 INTERNASIONAL (1X20)	ROKOK	1.00	PCS	25,900	27,000	26,500
8998989100120	GG 12 INTERNASIONAL (1X20)	ROKOK	20.00	SLOF	518,000	523,500	0
8998989300261	GG 12 SURYA(10)	ROKOK	1.00	PCS	25,900	27,000	26,500
8998989300261	GG 12 SURYA(10)	ROKOK	10.00	SLOF	259,000	262,000	0
8998989110167	GG 16 SURYA(1X10)	ROKOK	1.00	PCS	34,950	36,500	35,750
8998989110167	GG 16 SURYA(1X10)	ROKOK	10.00	SLOF	349,500	352,500	0
8888826019589	GILLETTE BLUE (1X24)	ALT	1.00	PCS	5,764	7,000	6,250
8888826019589	GILLETTE BLUE (1X24)	ALT	24.00	PAK	138,333	142,500	0
8998866633598	GIV GOAT M &ALMOND OIL BTG(1X72)	SBN MANDI BTG	1.00	PCS	2,750	3,500	3,000
8998866633598	GIV GOAT M &ALMOND OIL BTG(1X72)	SBN MANDI BTG	72.00	DUS	198,000	204,000	0
8998866621519	GIV HIJAB BTG SAFRON &NIACIMED	SBN MANDI BTG	1.00	PCS	2,750	3,500	2,900
8998866621571	GIV HIJAB ROSE W BTG(1X72)	SBN MANDI BTG	1.00	PCS	2,750	3,500	3,000
8998866621571	GIV HIJAB ROSE W BTG(1X72)	SBN MANDI BTG	72.00	DUS	198,000	204,000	0
8998866612890	GIV HIJAB TIN&ZAITUN BTG	SBN MANDI BTG	1.00	PCS	2,750	3,000	2,750
8998866612937	GIV REFIL HIJAB TIN&ZAITUN 400ML	REFIL/SBN MNDI	1.00	PCS	16,500	20,000	17,500
8998866613040	GIV REFIL WHITE SMOOTH 400ML	REFIL/SBN MNDI	1.00	PCS	16,900	20,500	18,000
8998866609777	GIV RFL  BENGKOANG  400ml(1X12)	REFIL/SBN MNDI	1.00	PCS	13,166	16,000	14,000
8998866609777	GIV RFL  BENGKOANG  400ml(1X12)	REFIL/SBN MNDI	12.00	DUS	157,992	163,000	0
8998866806015	GIV RFL  GLAMOUR  400ml(1X12)	REFIL/SBN MNDI	1.00	PCS	13,166	16,000	14,000
8998866806015	GIV RFL  GLAMOUR  400ml(1X12)	REFIL/SBN MNDI	12.00	DUS	157,992	163,000	0
8998866609784	GIV RFL  GLOWHITE 400ml(1X12)	REFIL/SBN MNDI	1.00	PCS	16,500	20,000	17,500
8998866609784	GIV RFL  GLOWHITE 400ml(1X12)	REFIL/SBN MNDI	12.00	DUS	198,000	163,000	0
8997204300284	GIZI MILK WAFER 240G(1X6)	MKAN	1.00	PCS	17,750	22,000	19,650
8997204300284	GIZI MILK WAFER 240G(1X6)	MKAN	6.00	DUS	106,500	114,500	0
8999999590024	GLOW&LOV RFL 250ml(1X12)	REFIL/SBN MNDI	1.00	PCS	12,000	14,500	12,750
8999999590024	GLOW&LOV RFL 250ml(1X12)	REFIL/SBN MNDI	12.00	LSN	144,000	148,500	0
8999999007782	GLOW&LOVELY DERMA 23g(1X48)	COSMETIC	1.00	PCS	16,841	20,500	17,750
8999999007782	GLOW&LOVELY DERMA 23g(1X48)	COSMETIC	48.00	DUS	808,368	833,000	0
8999999055776	GLOW&LOVELY FF 100G (1X6)	COSMETIC	1.00	PCS	24,619	28,500	25,000
8999999055776	GLOW&LOVELY FF 100G (1X6)	COSMETIC	6.00	BOX	147,713	146,000	0
8999999589400	GLOW&LOVELY SUNSCREN 20g(48)	COSMETIC	1.00	PCS	14,938	18,000	16,000
8999999589400	GLOW&LOVELY SUNSCREN 20g(48)	COSMETIC	48.00	DUS	717,004	738,500	0
8999999055769	GLOW&LOVLY DERMA FF 50g(1X6)	COSMETIC	1.00	PCS	14,540	17,500	16,000
8999999055769	GLOW&LOVLY DERMA FF 50g(1X6)	COSMETIC	6.00	PAK	87,239	92,500	0
8999999055769	GLOW&LOVLY DERMA FF 50g(1X6)	COSMETIC	24.00	DUS	348,956	342,000	0
8999999007799	GLOW&LOVLY DERMA GLOW 46G	COSMETIC	1.00	PCS	31,004	37,500	33,000
8999999007799	GLOW&LOVLY DERMA GLOW 46G	COSMETIC	24.00	DUS	744,098	766,500	0
8992946533686	GLOWSPA CICA 130ml(1x6)	COSMETIC	1.00	PCS	10,299	12,500	11,000
8992946533686	GLOWSPA CICA 130ml(1x6)	COSMETIC	6.00	PAK	61,794	64,000	0
8992946533679	GLOWSPA ICHIGO 130ml	COSMETIC	1.00	PCS	10,299	12,500	11,000
8992946533679	GLOWSPA ICHIGO 130ml	COSMETIC	6.00	PAK	61,794	64,000	0
8997207580027	GMP GULA 1KG(1X20)	GULA	1.00	PCS	17,200	18,500	17,500
8997207580027	GMP GULA 1KG(1X20)	GULA	20.00	DUS	344,000	344,000	0
8998866202893	GOLDA CAPOCINO 200ml(1X12)	MNM	1.00	PCS	3,000	3,500	3,180
8998866202893	GOLDA CAPOCINO 200ml(1X12)	MNM	12.00	KRAT	36,000	37,000	0
8998866201841	GOLDA DOLCELATE 200ml(1X12)	MNM	1.00	PCS	3,000	3,500	3,250
8998866201841	GOLDA DOLCELATE 200ml(1X12)	MNM	12.00	KRAT	36,000	36,500	0
GOLDISI3	GOLDEN ISI 3(1x30)	TISU	1.00	PCS	4,100	7,000	0
GOLDISI3	GOLDEN ISI 3(1x30)	TISU	3.00	PAK	12,300	20,000	18,000
GOLDISI3	GOLDEN ISI 3(1x30)	TISU	30.00	BAL	123,000	175,000	0
8991002133822	GOOD DAY CAPUCHINO 25g(1X12X10)	KOPI	1.00	PCS	1,992	3,000	0
8991002133822	GOOD DAY CAPUCHINO 25g(1X12X10)	KOPI	10.00	RCG	19,917	22,000	21,500
8991002133822	GOOD DAY CAPUCHINO 25g(1X12X10)	KOPI	120.00	DUS	240,500	248,000	0
8994755030950	GOODTIME 26.5g(8X12)	MKAN	1.00	PCS	1,708	2,500	0
8994755030950	GOODTIME 26.5g(8X12)	MKAN	12.00	BOX	20,500	24,000	22,000
8994755030950	GOODTIME 26.5g(8X12)	MKAN	96.00	DUS	164,000	169,000	0
8992953815003	GRAND 1,5L (1X12)	MNM	1.00	PCS	2,500	3,500	3,000
8992953815003	GRAND 1,5L (1X12)	MNM	12.00	DUS	30,000	31,000	0
8992953212000	GRAND 200ML GELAS(1X48)	MNM	1.00	DUS	18,000	19,500	18,500
8992953216008	GRAND 600ML (1X24)	MNM	1.00	PCS	1,250	2,000	1,500
8992953216008	GRAND 600ML (1X24)	MNM	24.00	DUS	30,000	31,000	0
GRSPR	GRAND GELAS SPC RAMADHAN 150ML(1X30)	MNM	1.00	DUS	13,000	15,000	14,000
8997213382974	GRANDCO 1800ML(1X6)	MINYAK	1.00	PCS	34,333	37,500	35,750
8997213382974	GRANDCO 1800ML(1X6)	MINYAK	6.00	DUS	206,000	210,500	0
8997213380147	GRANDCO 2L(1X6)	MINYAK	1.00	PCS	38,167	41,500	41,000
8997213380147	GRANDCO 2L(1X6)	MINYAK	6.00	DUS	229,000	235,000	0
8997213380116	GRANDCO 900ml(1x12)	MINYAK	1.00	PCS	18,167	19,500	19,000
8997213380116	GRANDCO 900ml(1x12)	MINYAK	12.00	DUS	218,000	222,500	0
8991380700029	GRANIER BRIGHT FACE 100ML	COSMETIC	1.00	PCS	25,900	25,900	25,900
8991380700609	GRANIER BRIGHT SCRUB 100ML(1X12)	COSMETIC	1.00	PCS	25,900	30,000	27,500
8991380700609	GRANIER BRIGHT SCRUB 100ML(1X12)	COSMETIC	12.00	LSN	310,800	320,500	0
8992304047152	GRANIER SAKURA FACE 100ML	COSMETIC	1.00	PCS	25,900	30,000	27,500
8992304047152	GRANIER SAKURA FACE 100ML	COSMETIC	12.00	LSN	310,800	320,500	0
8992775002391	GRD CRUNCHY CORN SEA SALT 17G(1X6X10)	MKAN	1.00	PCS	1,707	2,500	0
8992775002391	GRD CRUNCHY CORN SEA SALT 17G(1X6X10)	MKAN	10.00	RCG	17,067	20,000	18,250
8992775002391	GRD CRUNCHY CORN SEA SALT 17G(1X6X10)	MKAN	60.00	DUS	102,400	105,500	0
8992775004357	GRD CRUNCHY JAGUNG BAKAR 70+14G(1X30)	MKAN	1.00	PCS	8,613	10,000	9,050
8992775004357	GRD CRUNCHY JAGUNG BAKAR 70+14G(1X30)	MKAN	30.00	DUS	258,399	266,500	0
8992775100707	GRD CRUNCHY POTATO BBQ 50+10G(1X30)	MKAN	1.00	PCS	6,033	7,000	6,500
8992775100707	GRD CRUNCHY POTATO BBQ 50+10G(1X30)	MKAN	30.00	DUS	180,999	186,500	0
8992775110140	GRD KACANG KULIT ORI 140G(1X4X10)	MKAN	1.00	PCS	10,260	12,500	11,500
8992775110140	GRD KACANG KULIT ORI 140G(1X4X10)	MKAN	10.00	PAK	102,600	109,000	0
8992775110140	GRD KACANG KULIT ORI 140G(1X4X10)	MKAN	40.00	DUS	410,400	423,000	0
8993351124209	GREENFIELD STW 250ML(1X32)	SUSU UHT	1.00	PCS	7,007	8,000	7,500
8993351124209	GREENFIELD STW 250ML(1X32)	SUSU UHT	32.00	DUS	224,238	229,000	0
8993351122625	GREENFIELDS 200mL CKLT(1X32)	SUSU UHT	1.00	PCS	5,843	7,000	6,250
8993351122625	GREENFIELDS 200mL CKLT(1X32)	SUSU UHT	32.00	DUS	186,977	187,000	0
8993351124216	GREENFIELDS STRWBRY 200ml(1X32)	SUSU UHT	1.00	PCS	5,673	7,000	6,250
8993351124216	GREENFIELDS STRWBRY 200ml(1X32)	SUSU UHT	32.00	DUS	181,542	187,000	0
8993351121307	GREENFIELDS UHT FCM 950ml(1X12)	SUSU UHT	1.00	PCS	21,311	26,500	22,600
8993351121307	GREENFIELDS UHT FCM 950ml(1X12)	SUSU UHT	12.00	DUS	255,731	263,500	0
8993351122946	GREENFILEDS COKLAT 105ML(1X40)	SUSU UHT	1.00	PCS	3,064	4,000	3,250
8993351122946	GREENFILEDS COKLAT 105ML(1X40)	SUSU UHT	40.00	DUS	122,572	126,500	0
8993351124223	GREENFILEDS STRWBRY 105ML(1X40)	SUSU UHT	1.00	PCS	3,064	4,000	3,250
8993351124223	GREENFILEDS STRWBRY 105ML(1X40)	SUSU UHT	40.00	DUS	122,572	126,500	0
GLA RB1/2KG	GULA CURAH 1/2KG(1X100)	CURAH	1.00	PCS	7,950	9,000	8,070
GLA RB1/2KG	GULA CURAH 1/2KG(1X100)	CURAH	100.00	DUS	795,000	810,000	0
GLA RB1KG	GULA CURAH 1KG(1X50)	CURAH	1.00	PCS	16,140	17,500	16,500
GLA RB1KG	GULA CURAH 1KG(1X50)	CURAH	50.00	KRG	807,000	815,000	0
GULA	GULA ROSE KARUNG(50KG)	GULA	1.00	KG	15,900	19,000	17,500
GULA	GULA ROSE KARUNG(50KG)	GULA	50.00	KRG	795,000	807,000	0
8994457530048	H&J 12 KRETEK(1X10)	ROKOK	1.00	PCS	6,200	8,000	6,500
8994457530048	H&J 12 KRETEK(1X10)	ROKOK	10.00	SLOF	62,000	63,000	0
8990800021898	HAPYDENT CW BTL(1X6X12)	CANDY	1.00	PCS	8,000	10,000	0
8990800021898	HAPYDENT CW BTL(1X6X12)	CANDY	12.00	PAK	96,000	108,000	105,000
8990800021898	HAPYDENT CW BTL(1X6X12)	CANDY	72.00	DUS	576,000	593,500	0
8993379200862	HARMONY BTG ANGGUR(1X72)	SBN MANDI BTG	1.00	PCS	2,300	3,000	2,500
8993379200862	HARMONY BTG ANGGUR(1X72)	SBN MANDI BTG	72.00	DUS	165,600	171,500	0
8993379200886	HARMONY BTG JERUK(1X72)	SBN MANDI BTG	1.00	PCS	2,300	3,000	2,500
8993379200886	HARMONY BTG JERUK(1X72)	SBN MANDI BTG	72.00	DUS	165,600	171,000	0
8993379200879	HARMONY BTG MELON(1X72)	SBN MANDI BTG	1.00	PCS	2,300	3,000	2,500
8993379200879	HARMONY BTG MELON(1X72)	SBN MANDI BTG	72.00	DUS	165,600	171,000	0
8993379200855	HARMONY BTG STRWBRY(1X72)	SBN MANDI BTG	1.00	PCS	2,300	3,000	2,500
8993379200855	HARMONY BTG STRWBRY(1X72)	SBN MANDI BTG	72.00	DUS	165,600	171,000	0
8997025916466	HATARI BONBON 21G (1X9X20)	SNACK	1.00	PCS	778	1,000	0
8997025916466	HATARI BONBON 21G (1X9X20)	SNACK	20.00	PAK	15,556	17,500	16,500
8997025916466	HATARI BONBON 21G (1X9X20)	SNACK	180.00	DUS	140,000	144,500	0
4987176277336	HEAD&SHOULDER 2IN1 160ML	SHAMPO	1.00	PCS	20,900	25,500	22,250
4902430102254	HEAD&SHOULDER ANTI BAC 160ML	SHAMPO	1.00	PCS	20,900	25,500	22,250
4902430396028	HEAD&SHOULDER HALUS LEMBUT 160ML	SHAMPO	1.00	PCS	20,900	25,500	22,250
4902430553636	HEAD&SHOULDER LEMON 160ML	SHAMPO	1.00	PCS	20,900	25,500	22,250
4902430102247	HEAD&SHOULDER MENTOL 160ML	SHAMPO	1.00	PCS	20,900	25,500	22,250
8998685013007	HEXOS BARLEY12,5g (1x50)	CANDY	1.00	PCS	1,600	2,000	0
8998685013007	HEXOS BARLEY12,5g (1x50)	CANDY	50.00	BOX	80,000	96,000	89,750
8998685013007	HEXOS BARLEY12,5g (1x50)	CANDY	600.00	DUS	960,000	989,000	0
8998685263006	HEXOS CHOCO MINT 12,5G(1X50)	CANDY	1.00	PCS	1,600	2,000	0
8998685263006	HEXOS CHOCO MINT 12,5G(1X50)	CANDY	50.00	BOX	80,000	96,000	89,750
8998685263006	HEXOS CHOCO MINT 12,5G(1X50)	CANDY	600.00	DUS	960,000	989,000	0
8998685012000	HEXOS LEMON 12,5(1X50)	CANDY	1.00	PCS	1,600	2,000	0
8998685012000	HEXOS LEMON 12,5(1X50)	CANDY	50.00	BOX	80,000	96,000	89,750
8998685012000	HEXOS LEMON 12,5(1X50)	CANDY	600.00	DUS	960,000	986,000	0
8998685011003	HEXOS MINT (1x50TOP)	CANDY	1.00	PCS	1,600	2,000	0
8998685011003	HEXOS MINT (1x50TOP)	CANDY	50.00	PAK	80,000	96,000	89,750
8998685011003	HEXOS MINT (1x50TOP)	CANDY	600.00	DUS	960,000	989,000	0
8998685262009	HEXOS SQUID 12,5G (1X50)	CANDY	1.00	PCS	1,600	2,000	0
8998685262009	HEXOS SQUID 12,5G (1X50)	CANDY	50.00	BOX	80,000	96,000	89,750
8998685262009	HEXOS SQUID 12,5G (1X50)	CANDY	600.00	DUS	960,000	986,000	0
8992745140689	HIT DEVICE REFIL LV GN NN STP 24(1X24)	OBAT NYAMUK	1.00	PCS	17,649	21,500	18,750
8992745140689	HIT DEVICE REFIL LV GN NN STP 24(1X24)	OBAT NYAMUK	12.00	LSN	211,788	218,500	0
8992745705567	HIT EXPRES RFL APPLE 45H 35ml(1X6)	OBAT NYAMUK	1.00	PCS	12,941	16,000	13,750
8992745705567	HIT EXPRES RFL APPLE 45H 35ml(1X6)	OBAT NYAMUK	6.00	PAK	77,649	80,000	0
8992745140962	HIT LILIY BLSOM 600ml(1X12)	OBAT NYAMUK	1.00	PCS	25,112	30,000	26,750
8992745140962	HIT LILIY BLSOM 600ml(1X12)	OBAT NYAMUK	12.00	DUS	301,345	310,500	0
8992745140955	HIT LILY BLOS 180ml(1X12)	OBAT NYAMUK	1.00	PCS	15,624	19,000	16,500
8992745140955	HIT LILY BLOS 180ml(1X12)	OBAT NYAMUK	12.00	DUS	187,492	193,500	0
8992745705420	HIT LILY BLOS 400mll(1X12)	OBAT NYAMUK	1.00	PCS	23,143	28,000	24,750
8992745705420	HIT LILY BLOS 400mll(1X12)	OBAT NYAMUK	12.00	DUS	277,716	287,000	0
8992745480426	HIT LILY BLSOM 150mll(24)	OBAT NYAMUK	1.00	PCS	9,974	12,500	10,750
8992745480426	HIT LILY BLSOM 150mll(24)	OBAT NYAMUK	24.00	DUS	239,370	248,500	0
8992745999980	HIT MAT REFIL 18+12 GREENT(1X12)	OBAT NYAMUK	1.00	PCS	6,451	7,500	7,000
8992745999980	HIT MAT REFIL 18+12 GREENT(1X12)	OBAT NYAMUK	12.00	LSN	77,408	80,000	0
8992745999997	HIT MAT REFIL 48+12 GREENT (1X12)	OBAT NYAMUK	1.00	PCS	12,909	15,500	13,750
8992745999997	HIT MAT REFIL 48+12 GREENT (1X12)	OBAT NYAMUK	12.00	LSN	154,912	160,000	0
8992745480419	HIT ORANGE 150ml(1X24)	OBAT NYAMUK	1.00	PCS	10,043	12,500	10,750
8992745480419	HIT ORANGE 150ml(1X24)	OBAT NYAMUK	24.00	DUS	241,032	248,500	0
8992745120407	HIT ORANGE 180ml(1X12)	OBAT NYAMUK	1.00	PCS	15,000	18,000	16,000
8992745120407	HIT ORANGE 180ml(1X12)	OBAT NYAMUK	12.00	DUS	180,000	185,000	0
8992745120469	HIT ORANGE 400ml(1X12)	OBAT NYAMUK	1.00	PCS	23,143	28,000	24,750
8992745120469	HIT ORANGE 400ml(1X12)	OBAT NYAMUK	12.00	DUS	277,716	287,000	0
8992745120476	HIT ORANGE 600ml(1X12)	OBAT NYAMUK	1.00	PCS	30,822	37,000	32,750
8992745120476	HIT ORANGE 600ml(1X12)	OBAT NYAMUK	12.00	DUS	369,864	381,000	0
8992745480488	HIT PINK BLOS 400ml(1X12)	OBAT NYAMUK	1.00	PCS	23,143	28,000	24,500
8992745480488	HIT PINK BLOS 400ml(1X12)	OBAT NYAMUK	12.00	DUS	279,264	288,000	0
8992745610311	HIT PINK BLOS 600ml(1X12)	OBAT NYAMUK	1.00	PCS	25,112	30,500	26,750
8992745610311	HIT PINK BLOS 600ml(1X12)	OBAT NYAMUK	12.00	DUS	301,345	310,500	0
8992745480112	HIT PINK BLOSSOM 180ML(1X12)	OBAT NYAMUK	1.00	PCS	15,000	18,000	16,000
8992745480112	HIT PINK BLOSSOM 180ML(1X12)	OBAT NYAMUK	12.00	DUS	180,000	185,500	0
8992745480228	HIT PINK BLSOM 150ml(1X24)	OBAT NYAMUK	1.00	PCS	10,043	12,500	10,750
8992745480228	HIT PINK BLSOM 150ml(1X24)	OBAT NYAMUK	24.00	DUS	241,032	248,500	0
8992839009991	HOCK GUAN 1350G(1X6)	MKAN	1.00	PCS	60,960	67,500	64,500
8992839009991	HOCK GUAN 1350G(1X6)	MKAN	6.00	DUS	365,760	375,000	0
8992839008994	HOCK GUAN 650G(1X6)	MKAN	1.00	PCS	33,600	38,500	36,000
8992839008994	HOCK GUAN 650G(1X6)	MKAN	6.00	DUS	201,600	210,000	0
8992807123919	HOMESNOW 39g(1X12)	COSMETIC	1.00	PCS	9,100	11,000	9,750
8992807123919	HOMESNOW 39g(1X12)	COSMETIC	12.00	PAK	109,200	112,500	0
HPY	HOOPIE(1X6X50)	CANDY	1.00	PCS	1,640	2,000	0
HPY	HOOPIE(1X6X50)	CANDY	50.00	PAK	82,000	90,500	87,000
HPY	HOOPIE(1X6X50)	CANDY	300.00	DUS	492,000	507,000	0
89972128013	HYDRO+ 200ML(1X12)	MNM	1.00	PCS	2,406	3,000	2,550
89972128013	HYDRO+ 200ML(1X12)	MNM	12.00	DUS	28,872	30,000	0
8997212801322	HYDRO+ 350ml(1X12)	MNM	1.00	PCS	3,906	5,000	4,250
8997212801322	HYDRO+ 350ml(1X12)	MNM	12.00	DUS	48,489	50,000	0
089686010015	INDOMIE AYAM BAWANG 69G (1X40)	MIE INSTANT	1.00	PCS	2,788	3,500	3,000
089686010015	INDOMIE AYAM BAWANG 69G (1X40)	MIE INSTANT	40.00	DUS	111,500	113,000	0
089686010824	INDOMIE GORENG 80g(1X40)	MIE INSTANT	1.00	PCS	2,900	3,500	3,074
089686010824	INDOMIE GORENG 80g(1X40)	MIE INSTANT	40.00	DUS	116,000	117,500	0
089686043204	INDOMIE GORENG ACEH 90G(1X40)	MIE INSTANT	1.00	PCS	2,900	3,500	3,016
089686043204	INDOMIE GORENG ACEH 90G(1X40)	MIE INSTANT	40.00	DUS	116,000	117,500	0
089686910704	INDOMIE GRG RENDANG 91G(1X40)	MIE INSTANT	1.00	PCS	2,900	3,500	3,000
089686910704	INDOMIE GRG RENDANG 91G(1X40)	MIE INSTANT	40.00	DUS	116,000	117,500	0
089686043433	INDOMIE HYPE AYAM GEPREK 85G(1X40)	MIE INSTANT	1.00	PCS	2,900	3,500	3,016
089686043433	INDOMIE HYPE AYAM GEPREK 85G(1X40)	MIE INSTANT	40.00	DUS	116,000	117,500	0
089686010190	INDOMIE KARI AYAM 72G (1X40)	MIE INSTANT	1.00	PCS	2,775	3,500	2,886
089686010190	INDOMIE KARI AYAM 72G (1X40)	MIE INSTANT	40.00	DUS	111,000	112,500	0
089686043815	INDOMIE NYEMEK BANGLADESH 80G  (1X40)	MIE INSTANT	1.00	PCS	2,900	3,500	3,016
089686043815	INDOMIE NYEMEK BANGLADESH 80G  (1X40)	MIE INSTANT	40.00	DUS	116,000	117,500	0
089686043839	INDOMIE NYEMEK JOGJA 84G (1X40)	MIE INSTANT	1.00	PCS	2,900	3,500	3,000
089686043839	INDOMIE NYEMEK JOGJA 84G (1X40)	MIE INSTANT	40.00	DUS	116,000	117,500	0
089686043495	INDOMIE SEBLAK HOT 75G(1X40)	MIE INSTANT	1.00	PCS	2,775	3,500	2,900
089686043495	INDOMIE SEBLAK HOT 75G(1X40)	MIE INSTANT	40.00	DUS	111,000	112,500	0
089686010343	INDOMIE SOTO MIE 70G(1X40)	MIE INSTANT	1.00	PCS	2,750	3,500	2,850
